order_num,order_type,cust_name,prod_number,prod_name,quantity,price,discount,order_total
1103471,Wholesale,Zemlak Inc.,TV813,Virtual Reality Basics,12,29.99,6,353.88
1103472,Retail,Hilliard Syddie,RK606,BYOR-3535,1,225,0,225
1103473,Retail,Glyn Fernehough,RK606,BYOR-3535,1,225,0,225
1103474,Wholesale,Grimes-Satterfield,BP102,Bsquare Robot Blueprint,3,8.99,1.8,25.17
1103475,Wholesale,Schuppe Inc.,EB513,Photograph Drones,7,14.99,3,101.93
1103476,Wholesale,West Technologies,EB502,Building Your First Robot,13,24.95,4.99,319.36
1103477,Retail,Barn Rickerd,RK605,BYOR-3000,1,214,0,214
1103478,Wholesale,Raynor LLC,EB502,Building Your First Robot,10,24.95,4.99,244.51
1103479,Wholesale,Stokes Electronics,TV806,Mapping with Drones,2,49,9.8,88.2
1103480,Retail,Wilhelmina Itzig,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1103481,Wholesale,Hills Group,TV802,AI for Educators,9,49.95,9.99,439.56
1103482,Retail,Alard Le land,RK602,BYOR-1000,1,189,0,189
1103483,Wholesale,Oberbrunner Inc.,BP109,QuadroCopter Blueprint,40,10.99,2.2,437.4
1103484,Wholesale,Gottlieb-Jenkins,BP109,QuadroCopter Blueprint,12,10.99,2.2,129.68
1103485,Wholesale,Franecki Corporation,TV806,Mapping with Drones,11,49,9.8,529.2
1103486,Wholesale,Luettgen Security,EB503,Building Your Own Drone,95,24.99,5,2369.05
1103487,Retail,Dennis Chasteau,EB502,Building Your First Robot,1,24.95,0,24.95
1103488,Retail,Barrie Povey,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103489,Wholesale,Dare LLC,BP108,Panda Robot Blueprint,7,7.99,1.6,54.33
1103490,Wholesale,Tillman International,BP108,Panda Robot Blueprint,72,7.99,1.6,573.68
1103491,Retail,Kay Beldam,EB508,Fixed Wing Drones,1,15.5,0,15.5
1103492,Retail,Jim Kuhlman,EB507,Drone Building Essentials,1,13.99,0,13.99
1103493,Retail,Ruthe Shoorbrooke,RS706,RWW-75 Robot,1,883,0,883
1103494,Wholesale,Parker Group,DK201,BYOD-100,9,54,10.8,475.2
1103495,Wholesale,Wolff LLC,EB512,Multi Rotor Drones,8,24.95,4.99,194.61
1103496,Retail,Calli Robke,TV807,Open Source Code,1,32.95,0,32.95
1103497,Retail,Hansiain Penny,TV804,Drone Video Techniques,1,37.99,0,37.99
1103498,Retail,Paddy Rachuig,DK204,BYOD-300,1,89,0,89
1103499,Wholesale,Stracke International,DK201,BYOD-100,12,54,10.8,637.2
1103500,Wholesale,Schmidt Group,RK607,BYOR-4005,6,245,49,1421
1103501,Wholesale,Collier and Sons,EB509,GPS Drones,9,19.99,4,175.91
1103502,Wholesale,Fisher Inc.,EB521,Understanding Artificial Intelligence,12,19.5,3.9,230.1
1103503,Wholesale,Hahn-Hand,TV808,Robotic Essentials,12,34.99,7,412.88
1103504,Wholesale,Conn Inc.,TV809,Understanding 3D Printing,7,42.99,8.6,292.33
1103505,Wholesale,Baumbach Security,TV803,Cloud Computing,3,29.99,6,83.97
1103506,Wholesale,Sauer AI Tech,EB501,Articulated Robots,58,23.99,4.8,1386.62
1103507,Wholesale,Bechtelar LLC,DK203,BYOD-220,66,69,13.8,4540.2
1103508,Wholesale,Gerhold Group,EB501,Articulated Robots,6,23.99,4.8,139.14
1103509,Wholesale,Gusikowski Group,DK201,BYOD-100,6,54,10.8,313.2
1103510,Retail,Clerissa Gronow,TV803,Cloud Computing,1,29.99,0,29.99
1103511,Retail,Chance Bensusan,TV802,AI for Educators,1,49.95,0,49.95
1103512,Retail,Tally Hoble,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1103513,Retail,Dave Schowalter,DK204,BYOD-300,1,89,0,89
1103514,Retail,Samantha Peres,RS706,RWW-75 Robot,2,883,0,1766
1103515,Wholesale,Corkery International,DS306,DX-145 Drone,5,250,50,1200
1103516,Wholesale,Dickens LLC,DK206,BYOD-400,13,119,23.8,1523.2
1103517,Retail,Theo Klamp,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1103518,Wholesale,Daugherty Group,BP102,Bsquare Robot Blueprint,7,8.99,1.8,61.13
1103519,Wholesale,Abshire Inc.,EB502,Building Your First Robot,6,24.95,4.99,144.71
1103520,Retail,Billy Rogahn,TV803,Cloud Computing,1,29.99,0,29.99
1103521,Wholesale,Witting Innovations,EB507,Drone Building Essentials,5,13.99,2.8,67.15
1103522,Wholesale,Hayes LLC,BP110,Upside Down Robot Blueprint,5,12,2.4,57.6
1103523,Wholesale,Vandervort LLC,RK605,BYOR-3000,6,214,42.8,1241.2
1103524,Wholesale,Bergstrom LLC,BP108,Panda Robot Blueprint,12,7.99,1.6,94.28
1103525,Retail,Buddy Collabine,EB503,Building Your Own Drone,1,24.99,0,24.99
1103526,Retail,Thain Teffrey,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1103527,Retail,Vernen Grelik,DK208,BYOD-500,1,167,0,167
1103528,Retail,Leann Yaus,RK605,BYOR-3000,1,214,0,214
1103529,Wholesale,Oberbrunner Inc.,TV803,Cloud Computing,9,29.99,6,263.91
1103530,Retail,Mary Bauduccio,EB513,Photograph Drones,1,14.99,0,14.99
1103531,Wholesale,Schuppe Inc.,EB517,SCARA Robots,9,19.5,3.9,171.6
1103532,Wholesale,Rosenbaum LLC,DS305,DTI-84 Drone,57,455,91,25844
1103533,Retail,Gunner McCambrois,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1103534,Retail,Wilburt MacAne,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103535,Wholesale,Kuhlman Inc.,BP108,Panda Robot Blueprint,5,7.99,1.6,38.35
1103536,Wholesale,Brown Group,BP102,Bsquare Robot Blueprint,11,8.99,1.8,97.09
1103537,Retail,Jonathon Matchett,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1103538,Wholesale,Little and Sons,RS705,RQTE-554 Robot,51,684,136.8,34747.2
1103539,Retail,Dora Keebler,RK607,BYOR-4005,2,245,0,490
1103540,Wholesale,Schaefer Inc.,TV812,Understanding Raspberry PI,9,28.99,5.8,255.11
1103541,Wholesale,Kemmer and Sons,RS707,RXW-9807 Robot,9,599,119.8,5271.2
1103542,Retail,Ross Crock,RS703,RCB-889 Robot,1,549,0,549
1103543,Retail,Mindy Heidenreich,DK201,BYOD-100,2,54,0,108
1103544,Retail,Wakefield Barizeret,DK201,BYOD-100,1,54,0,54
1103545,Wholesale,Grimes-Satterfield,TV813,Virtual Reality Basics,7,29.99,6,203.93
1103546,Wholesale,Hegmann Group,BP110,Sleepy Eye Blueprint,10,11.99,2.4,117.5
1103547,Retail,Arte Mell,TV804,Drone Video Techniques,1,37.99,0,37.99
1103548,Wholesale,Jacobi LLC,BP102,Bsquare Robot Blueprint,10,8.99,1.8,88.1
1103549,Wholesale,Sanford Group,BP106,Hexacopter Drone Blueprint,8,8.99,1.8,70.12
1103550,Retail,Xaviera Sandercroft,TV807,Open Source Code,1,32.95,0,32.95
1103551,Retail,Darcy Trulocke,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103552,Wholesale,Oberbrunner Inc.,TV805,Industrial 3D Printing,12,49,9.8,578.2
1103553,Wholesale,Raynor LLC,EB508,Fixed Wing Drones,7,15.5,3.1,105.4
1103554,Retail,Ulrikaumeko Mangin,EB501,Articulated Robots,1,23.99,0,23.99
1103555,Wholesale,Fay LLC,DK203,BYOD-220,6,69,13.8,400.2
1103556,Retail,Albertina Gotliffe,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103557,Wholesale,Koepp Inc.,TV810,Understanding Automation,12,44.95,8.99,530.41
1103558,Retail,James Chelam,TV805,Industrial 3D Printing,1,49,0,49
1103559,Wholesale,Rice Inc.,BP109,QuadroCopter Blueprint,8,10.99,2.2,85.72
1103560,Retail,Wilderman Technologies,RS704,RLK-9920 Robot,3,699,0,2097
1103561,Wholesale,Parisian LLC,TV803,Cloud Computing,3,29.99,6,83.97
1103562,Wholesale,Hammes Inc.,RS707,RXW-9807 Robot,5,599,119.8,2875.2
1103563,Wholesale,Landon Hotel,TV809,Understanding 3D Printing,8,42.99,8.6,335.32
1103564,Wholesale,Towne Coop,TV809,Understanding 3D Printing,7,42.99,8.6,292.33
1103565,Wholesale,Green-Shields,EB506,Delta Robots,6,16.99,3.4,98.54
1103566,Retail,Matt Smith,BP107,Ladybug Robot Blueprint,1,12,0,12
1103567,Wholesale,Brekke Productions,DK204,BYOD-300,12,89,17.8,1050.2
1103568,Wholesale,Crist Innovations,BP102,Bsquare Robot Blueprint,11,8.99,1.8,97.09
1103569,Wholesale,Herman LLC,DK206,BYOD-400,4,119,23.8,452.2
1103570,Retail,Annabelle Plaister,RK603,BYOR-1500,1,189,0,189
1103571,Wholesale,Quigley Inc.,DS306,DX-145 Drone,13,250,50,3200
1103572,Wholesale,Bednar IT Inc.,EB502,Building Your First Robot,5,24.95,4.99,119.76
1103573,Wholesale,Schamberger Inc.,TV807,Open Source Code,52,32.95,6.59,1706.81
1103574,Wholesale,Hirthe College,BP110,Sleepy Eye Blueprint,7,11.99,2.4,81.53
1103575,Wholesale,Wilkinson LLC,EB502,Building Your First Robot,4,24.95,4.99,94.81
1103576,Wholesale,Bernier Security,EB521,Understanding Artificial Intelligence,93,19.5,3.9,1809.6
1103577,Wholesale,Upton LLC,EB506,Delta Robots,36,16.99,3.4,608.24
1103578,Wholesale,Wilkinson LLC,RS705,RQTE-554 Robot,12,684,136.8,8071.2
1103579,Retail,Iormina Burghall,RS706,RWW-75 Robot,1,883,0,883
1103580,Retail,Margaretha Zanneli,TV807,Open Source Code,1,32.95,0,32.95
1103581,Retail,Adrienne Hackney,EB509,GPS Drones,1,19.99,0,19.99
1103582,Wholesale,Carter and Sons,EB506,Delta Robots,9,16.99,3.4,149.51
1103583,Wholesale,Gutmann LLC,BP108,Panda Robot Blueprint,10,7.99,1.6,78.3
1103584,Retail,Dukie Bessett,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1103585,Wholesale,Nikolaus LLC,BP108,Panda Robot Blueprint,6,7.99,1.6,46.34
1103586,Retail,Phil Muller,RS707,RXW-9807 Robot,1,599,0,599
1103587,Retail,Steff Bergstrom,DS307,MICR-564K Drone,1,499,0,499
1103588,Wholesale,Gottlieb-Jenkins,DK209,BYOD-550,12,179,35.8,2112.2
1103589,Retail,Lilah Lambden,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1103590,Retail,Zonnya MacCallum,TV810,Understanding Automation,1,44.95,0,44.95
1103591,Wholesale,The Lesch Company,EB517,SCARA Robots,12,19.5,3.9,230.1
1103592,Retail,Sidonnie Manuely,EB506,Delta Robots,1,16.99,0,16.99
1103593,Retail,Gunar Lobell,EB511,Helicopter Drones,1,20.95,0,20.95
1103594,Wholesale,Kiehn LLC,EB513,Photograph Drones,37,14.99,3,551.63
1103595,Wholesale,Sporer LLC,EB503,Building Your Own Drone,12,24.99,5,294.88
1103596,Wholesale,Howe LLC,EB512,Multi Rotor Drones,12,24.95,4.99,294.41
1103597,Wholesale,Bechtelar LLC,BP107,Ladybug Robot Blueprint,5,12,2.4,57.6
1103598,Wholesale,Predovic LLC,RK607,BYOR-4005,13,245,49,3136
1103599,Retail,Mirabella Golsby,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1103600,Retail,Hailee Tubby,DK202,BYOD-200,1,58.95,0,58.95
1103601,Retail,Bella Gosforth,TV805,Industrial 3D Printing,1,49,0,49
1103602,Retail,Caitrin Menear,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1103603,Retail,Yolanthe Licciardo,EB512,Multi Rotor Drones,1,24.95,0,24.95
1103604,Wholesale,Robel Inc.,EB504,Cartesian Robots,7,12.99,2.6,88.33
1103605,Wholesale,Streich LLC,RS704,RLK-9920 Robot,86,699,139.8,59974.2
1103606,Retail,Vincent Estcot,EB513,Photograph Drones,1,14.99,0,14.99
1103607,Wholesale,Swaniawski Group,RS705,RQTE-554 Robot,12,684,136.8,8071.2
1103608,Wholesale,Considine Group,BP110,Sleepy Eye Blueprint,6,11.99,2.4,69.54
1103609,Retail,Haskell Connick,EB504,Cartesian Robots,1,12.99,0,12.99
1103610,Wholesale,Pacocha Inc.,DK203,BYOD-220,8,69,13.8,538.2
1103611,Wholesale,Robel Inc.,EB508,Fixed Wing Drones,10,15.5,3.1,151.9
1103612,Wholesale,Cremin LLC,DK204,BYOD-300,6,89,17.8,516.2
1103613,Wholesale,Conn Inc.,DK204,BYOD-300,9,89,17.8,783.2
1103614,Retail,Adena Elflain,RS706,RWW-75 Robot,1,883,0,883
1103615,Retail,Von West,EB514,Polar Robots,1,23.99,0,23.99
1103616,Retail,Ranice Dafforne,DK208,BYOD-500,1,167,0,167
1103617,Retail,Anabella Kitchingman,TV803,Cloud Computing,1,29.99,0,29.99
1103618,Wholesale,Treutel Group,DK209,BYOD-550,8,179,35.8,1396.2
1103619,Retail,Dalt Noury,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1103620,Wholesale,Oberbrunner Inc.,TV812,Understanding Raspberry PI,10,28.99,5.8,284.1
1103621,Retail,Flss Dowrey,RK605,BYOR-3000,1,214,0,214
1103622,Wholesale,Price Inc.,EB507,Drone Building Essentials,10,13.99,2.8,137.1
1103623,Wholesale,Adams LLC,BP104,Cat Robot Blueprint,10,4.99,1,48.9
1103624,Wholesale,McCullough LLC,TV808,Robotic Essentials,13,34.99,7,447.87
1103625,Wholesale,Haag Group,RK607,BYOR-4005,12,245,49,2891
1103626,Wholesale,Leuschke Inc.,RS704,RLK-9920 Robot,4,699,139.8,2656.2
1103627,Wholesale,Corkery International,DK209,BYOD-550,11,179,35.8,1933.2
1103628,Retail,Dorie Osant,EB502,Building Your First Robot,1,24.95,0,24.95
1103629,Retail,Jaquith Touret,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1103630,Retail,Buddy Collabine,RK606,BYOR-3535,1,225,0,225
1103631,Retail,Leta Braams,RS705,RQTE-554 Robot,1,684,0,684
1103632,Wholesale,Casper-Brown,BP110,Sleepy Eye Blueprint,95,11.99,2.4,1136.65
1103633,Wholesale,Williamson Co.,TV811,Understanding Drone Regulations,5,27.5,5.5,132
1103634,Retail,Neil Rogahn,BP107,Ladybug Robot Blueprint,1,12,0,12
1103635,Wholesale,Collier and Sons,DS306,DX-145 Drone,8,250,50,1950
1103636,Wholesale,Tillman International,TV809,Understanding 3D Printing,13,42.99,8.6,550.27
1103637,Wholesale,Reichel and Sons,RK605,BYOR-3000,9,214,42.8,1883.2
1103638,Wholesale,Barton Inc.,EB501,Articulated Robots,94,23.99,4.8,2250.26
1103639,Retail,Dean Russel,TV803,Cloud Computing,1,29.99,0,29.99
1103640,Wholesale,D'Amore LLC,EB516,RTF Drones,97,16.99,3.4,1644.63
1103641,Retail,Sela Peealess,TV808,Robotic Essentials,1,34.99,0,34.99
1103642,Wholesale,Mills Inc.,EB513,Photograph Drones,13,14.99,3,191.87
1103643,Retail,Vinny Butson,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1103644,Wholesale,Little and Sons,EB519,Spherical Robots,6,16.75,3.35,97.15
1103645,Retail,Federico Bather,DK206,BYOD-400,1,119,0,119
1103646,Wholesale,Mann LLC,DK203,BYOD-220,6,69,13.8,400.2
1103647,Retail,Clare Tinmouth,EB503,Building Your Own Drone,1,24.99,0,24.99
1103648,Wholesale,Deckow Inc.,EB502,Building Your First Robot,8,24.95,4.99,194.61
1103649,Retail,Hugh Cogdell,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1103650,Wholesale,Mohr Group,EB521,Understanding Artificial Intelligence,11,19.5,3.9,210.6
1103651,Wholesale,Ortiz Inc.,BP106,Hexacopter Drone Blueprint,6,8.99,1.8,52.14
1103652,Wholesale,Baumbach Security,EB502,Building Your First Robot,9,24.95,4.99,219.56
1103653,Wholesale,Bauch Group,DK204,BYOD-300,77,89,17.8,6835.2
1103654,Retail,Graham McClure,EB511,Helicopter Drones,1,20.95,0,20.95
1103655,Wholesale,Zemlak Inc.,RK605,BYOR-3000,11,214,42.8,2311.2
1103656,Retail,Carleton Conring,EB513,Photograph Drones,1,14.99,0,14.99
1103657,Wholesale,Kessler Inc.,BP102,Bsquare Robot Blueprint,9,8.99,1.8,79.11
1103658,Wholesale,Armstrong Resources,EB513,Photograph Drones,4,14.99,3,56.96
1103659,Retail,Dilly Pensom,TV813,Virtual Reality Basics,1,29.99,0,29.99
1103660,Retail,Dugald Marskell,DS305,DTI-84 Drone,1,455,0,455
1103661,Wholesale,Oberbrunner Inc.,RK606,BYOR-3535,24,225,45,5355
1103662,Retail,Helge Grassick,BP107,Ladybug Robot Blueprint,1,12,0,12
1103663,Wholesale,Howe LLC,TV802,AI for Educators,12,49.95,9.99,589.41
1103664,Retail,Darcy Little,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1103665,Retail,Tamiko Winspare,EB501,Articulated Robots,1,23.99,0,23.99
1103666,Retail,Nick Zemlak,DS305,DTI-84 Drone,2,455,0,910
1103667,Retail,Hilll LLC,BP106,Hexacopter Drone Blueprint,4,8.99,0,35.96
1103668,Wholesale,Gerhold Group,BP106,Hexacopter Drone Blueprint,11,8.99,1.8,97.09
1103669,Wholesale,D'Amore LLC,EB520,Understanding Arduino,10,17.5,3.5,171.5
1103670,Wholesale,Fahey Forever Inc..,RS707,RXW-9807 Robot,5,599,119.8,2875.2
1103671,Retail,Bertha Dentith,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1103672,Wholesale,Baumbach Security,EB514,Polar Robots,12,23.99,4.8,283.08
1103673,Wholesale,Mohr Group,EB514,Polar Robots,2,23.99,4.8,43.18
1103674,Wholesale,Runolfsdottir Group,RS706,RWW-75 Robot,11,883,176.6,9536.4
1103675,Retail,Sibella Havard,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1103676,Retail,Jedidiah Jessard,TV803,Cloud Computing,1,29.99,0,29.99
1103677,Wholesale,West Technologies,TV809,Understanding 3D Printing,69,42.99,8.6,2957.71
1103678,Retail,Roch Nowakowski,DK206,BYOD-400,1,119,0,119
1103679,Retail,Casey Bergen,EB519,Spherical Robots,1,16.75,0,16.75
1103680,Wholesale,Bashirian International,EB509,GPS Drones,13,19.99,4,255.87
1103681,Wholesale,Wintheiser Inc.,DK202,BYOD-200,11,58.95,11.79,636.66
1103682,Wholesale,Becker LLC,TV805,Industrial 3D Printing,7,49,9.8,333.2
1103683,Retail,Zollie Foucher,DK208,BYOD-500,1,167,0,167
1103684,Retail,Katie Lamblin,TV808,Robotic Essentials,1,34.99,0,34.99
1103685,Wholesale,Brown Group,TV806,Mapping with Drones,6,49,9.8,284.2
1103686,Wholesale,Botsford Inc.,DS305,DTI-84 Drone,7,455,91,3094
1103687,Wholesale,Ledner LLC,EB514,Polar Robots,4,23.99,4.8,91.16
1103688,Wholesale,Abshire Inc.,TV809,Understanding 3D Printing,4,42.99,8.6,163.36
1103689,Wholesale,Nicolas Inc.,EB506,Delta Robots,12,16.99,3.4,200.48
1103690,Wholesale,Kirlin Inc.,BP104,Cat Robot Blueprint,78,4.99,1,388.22
1103691,Retail,Boycey Binford,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103692,Retail,Blair Kubyszek,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1103693,Retail,Alexandra Hedon,EB507,Drone Building Essentials,1,13.99,0,13.99
1103694,Retail,Matthew Keable,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1103695,Wholesale,Farrell Group,EB514,Polar Robots,4,23.99,4.8,91.16
1103696,Retail,Kit Mashal,EB519,Spherical Robots,1,16.75,0,16.75
1103697,Retail,Geoffrey Conti,EB514,Polar Robots,1,23.99,0,23.99
1103698,Retail,Tessa Hodkiewicz,RS706,RWW-75 Robot,1,883,0,883
1103699,Wholesale,Turner and Sons,EB501,Articulated Robots,5,23.99,4.8,115.15
1103700,Wholesale,Cartwright LLC,BP106,Hexacopter Drone Blueprint,7,8.99,1.8,61.13
1103701,Retail,Joann Monte,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1103702,Retail,Vivyan O'Lennane,EB503,Building Your Own Drone,1,24.99,0,24.99
1103703,Wholesale,Quigley Inc.,EB503,Building Your Own Drone,7,24.99,5,169.93
1103704,Retail,Petrina Bertholin,TV808,Robotic Essentials,1,34.99,0,34.99
1103705,Wholesale,Nicolas Inc.,EB513,Photograph Drones,62,14.99,3,926.38
1103706,Wholesale,Dickens LLC,DK209,BYOD-550,13,179,35.8,2291.2
1103707,Retail,Marven Giroldi,RK605,BYOR-3000,1,214,0,214
1103708,Wholesale,Streich LLC,RS706,RWW-75 Robot,5,883,176.6,4238.4
1103709,Retail,Ninnette Desport,RK605,BYOR-3000,1,214,0,214
1103710,Wholesale,King Inc.,DS306,DX-145 Drone,9,250,50,2200
1103711,Retail,Bryn Casotti,TV809,Understanding 3D Printing,1,42.99,0,42.99
1103712,Wholesale,Renner Group,TV810,Understanding Automation,4,44.95,8.99,170.81
1103713,Wholesale,Marks Inc.,BP106,Hexacopter Drone Blueprint,12,8.99,1.8,106.08
1103714,Wholesale,Little and Sons,BP106,Hexacopter Drone Blueprint,9,8.99,1.8,79.11
1103715,Wholesale,Koepp Inc.,EB502,Building Your First Robot,11,24.95,4.99,269.46
1103716,Wholesale,Mohr Group,DK209,BYOD-550,10,179,35.8,1754.2
1103717,Retail,Laurens Hammerberg,RK603,BYOR-1500,2,189,0,378
1103718,Wholesale,Larkin Group,EB507,Drone Building Essentials,4,13.99,2.8,53.16
1103719,Wholesale,Jenkins LLC,EB521,Understanding Artificial Intelligence,9,19.5,3.9,171.6
1103720,Retail,Romonda Drayton,EB504,Cartesian Robots,1,12.99,0,12.99
1103721,Wholesale,Conroy Information Systems,EB507,Drone Building Essentials,6,13.99,2.8,81.14
1103722,Wholesale,Lockman Group,EB516,RTF Drones,4,16.99,3.4,64.56
1103723,Wholesale,Cole Inc.,EB518,Single Rotor Drones,15,14.99,3,221.85
1103724,Retail,Dita Kunkel,EB517,SCARA Robots,1,19.5,0,19.5
1103725,Retail,Yvonne Greguol,TV808,Robotic Essentials,1,34.99,0,34.99
1103726,Wholesale,McKenzie Inc..,DK206,BYOD-400,10,119,23.8,1166.2
1103727,Retail,Jacinda Prandini,TV804,Drone Video Techniques,1,37.99,0,37.99
1103728,Retail,Eli Hunnable,DS303,DTD-7000 Drone,1,450,0,450
1103729,Wholesale,Predovic LLC,TV809,Understanding 3D Printing,10,42.99,8.6,421.3
1103730,Wholesale,Flatley-Effertz,RK607,BYOR-4005,31,245,49,7546
1103731,Retail,Roger Fadel,EB507,Drone Building Essentials,1,13.99,0,13.99
1103732,Retail,Morgen Tallowin,RS705,RQTE-554 Robot,1,684,0,684
1103733,Retail,Brit Creelman,EB507,Drone Building Essentials,1,13.99,0,13.99
1103734,Wholesale,Jakubowski Inc.,RK607,BYOR-4005,10,245,49,2401
1103735,Retail,Breanne Pasterfield,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1103736,Retail,Case Imason,TV808,Robotic Essentials,1,34.99,0,34.99
1103737,Wholesale,Parisian LLC,DK209,BYOD-550,60,179,35.8,10704.2
1103738,Retail,Tim Ruecker,EB514,Polar Robots,1,23.99,0,23.99
1103739,Wholesale,Brekke Productions,TV805,Industrial 3D Printing,9,49,9.8,431.2
1103740,Wholesale,Renner Group,RK602,BYOR-1000,34,189,37.8,6388.2
1103741,Wholesale,Veum Group,BP110,Sleepy Eye Blueprint,66,11.99,2.4,788.94
1103742,Wholesale,Collier and Sons,DS302,DC-304 Drone,12,395,79,4661
1103743,Wholesale,Anderson LLC,EB509,GPS Drones,11,19.99,4,215.89
1103744,Retail,Rowe Meric,RK603,BYOR-1500,1,189,0,189
1103745,Wholesale,Runolfsdottir Group,TV811,Understanding Drone Regulations,7,27.5,5.5,187
1103746,Retail,Lilia Ingyon,EB501,Articulated Robots,1,23.99,0,23.99
1103747,Retail,Dasha Folbig,DS305,DTI-84 Drone,1,455,0,455
1103748,Wholesale,The Lesch Company,BP109,QuadroCopter Blueprint,50,10.99,2.2,547.3
1103749,Retail,Kermy Mash,DK209,BYOD-550,1,179,0,179
1103750,Retail,Elbert Tunnadine,EB508,Fixed Wing Drones,1,15.5,0,15.5
1103751,Retail,Enrica Spilisy,RS704,RLK-9920 Robot,1,699,0,699
1103752,Wholesale,Deckow Inc.,DK206,BYOD-400,10,119,23.8,1166.2
1103753,Wholesale,Johnson LLC,EB513,Photograph Drones,10,14.99,3,146.9
1103754,Wholesale,Bosco Group,TV813,Virtual Reality Basics,105,29.99,6,3142.95
1103755,Retail,Timmie Harbour,EB511,Helicopter Drones,1,20.95,0,20.95
1103756,Retail,Marwin Morford,TV808,Robotic Essentials,1,34.99,0,34.99
1103757,Wholesale,Casper-Brown,TV811,Understanding Drone Regulations,6,27.5,5.5,159.5
1103758,Wholesale,Wehner and Sons,TV802,AI for Educators,2,49.95,9.99,89.91
1103759,Retail,Dibbert Inc.,EB507,Drone Building Essentials,77,13.99,0,1077.23
1103760,Retail,Modesta Cullabine,DK201,BYOD-100,1,54,0,54
1103761,Wholesale,Runte Inc.,EB519,Spherical Robots,11,16.75,3.35,180.9
1103762,Retail,Mitchell Koch,EB511,Helicopter Drones,1,20.95,0,20.95
1103763,Wholesale,Franecki Corporation,DS307,MICR-564K Drone,5,499,99.8,2395.2
1103764,Wholesale,Nikolaus LLC,TV808,Robotic Essentials,47,34.99,7,1637.53
1103765,Retail,Fiona Thiel,TV805,Industrial 3D Printing,1,49,0,49
1103766,Wholesale,Waelchi Inc.,TV809,Understanding 3D Printing,10,42.99,8.6,421.3
1103767,Retail,Kimble Grimstead,EB509,GPS Drones,1,19.99,0,19.99
1103768,Wholesale,Wilkinson LLC,TV806,Mapping with Drones,13,49,9.8,627.2
1103769,Wholesale,Cummings LLC,DK204,BYOD-300,10,89,17.8,872.2
1103770,Wholesale,Mohr Group,DK201,BYOD-100,10,54,10.8,529.2
1103771,Retail,Nikaniki Beney,TV806,Mapping with Drones,1,49,0,49
1103772,Wholesale,Murphy LLC,DS303,DTD-7000 Drone,11,450,90,4860
1103773,Wholesale,Crooks Group,EB505,Delivery Drones,6,14.99,3,86.94
1103774,Wholesale,Spinka LLC,RK606,BYOR-3535,7,225,45,1530
1103775,Retail,Sharai Jumonet,EB502,Building Your First Robot,1,24.95,0,24.95
1103776,Wholesale,San Angelico Museum,EB503,Building Your Own Drone,96,24.99,5,2394.04
1103777,Wholesale,Fahey Forever Inc..,DK206,BYOD-400,70,119,23.8,8306.2
1103778,Wholesale,Torp Inc.,DS307,MICR-564K Drone,4,499,99.8,1896.2
1103779,Wholesale,Schiller LLC,TV813,Virtual Reality Basics,3,29.99,6,83.97
1103780,Wholesale,Langosh Inc.,EB508,Fixed Wing Drones,8,15.5,3.1,120.9
1103781,Wholesale,Erdman LLC,EB509,GPS Drones,6,19.99,4,115.94
1103782,Retail,Dianne Schmeler,EB519,Spherical Robots,1,16.75,0,16.75
1103783,Retail,Ricky Fuggles,TV802,AI for Educators,1,49.95,0,49.95
1103784,Wholesale,Erdman LLC,EB517,SCARA Robots,10,19.5,3.9,191.1
1103785,Retail,Kautzer-Stehr,BP110,Upside Down Robot Blueprint,1,12,0,12
1103786,Wholesale,Jaskolski Company,DK204,BYOD-300,10,89,17.8,872.2
1103787,Retail,Mickie Imlen,TV810,Understanding Automation,1,44.95,0,44.95
1103788,Retail,Collin Tromp,RK602,BYOR-1000,4,189,0,756
1103789,Retail,Wynn Wallett,TV813,Virtual Reality Basics,1,29.99,0,29.99
1103790,Retail,Whitney Abbatucci,DS307,MICR-564K Drone,1,499,0,499
